ID	WT_H3 WT_me1 WT_me2 WT_me3 x12_H3 x12_me1 x12_me2 x12_me3 x17_H3 x17_me1 x17_me2 x17_me3 x27_H3 x27_me1 x27_me2 x27_me3
AT1G44110	26.41	28.01	78.35	31.41	28.27	25.77	69.99	28.06	26.42	31.24	74.07	33.70	26.03	37.61	88.12	33.34	
AT1G04050	45.37	75.04	69.77	31.13	43.55	53.87	59.04	26.10	47.70	78.68	70.97	33.23	40.95	82.27	63.83	28.65	
AT1G06830	7.39	8.78	7.20	4.58	10.16	8.24	6.52	4.45	8.87	9.11	6.14	4.90	9.22	9.39	6.54	4.55	
AT1G09720	42.06	77.31	31.74	19.84	39.63	47.67	28.14	17.36	46.58	79.93	41.20	19.95	38.58	80.12	38.56	16.38	
AT1G15230	19.18	15.85	38.28	63.76	16.29	15.50	38.82	64.20	19.29	16.16	37.52	67.04	18.60	15.12	43.46	74.32	
AT1G18270	114.39	241.54	69.47	69.24	106.51	229.75	78.39	75.97	119.71	250.22	74.76	77.79	119.10	292.59	69.73	70.89	
AT1G36270	20.62	2.78	2.10	2.18	19.76	5.94	4.16	1.85	20.72	6.23	3.20	2.36	18.71	5.02	1.54	1.71	
AT1G27170	40.30	63.18	101.15	48.95	41.96	47.82	85.57	42.11	42.43	59.70	92.48	50.22	39.63	65.04	98.47	51.78	
AT1G29940	80.98	161.65	75.95	79.52	79.03	174.52	83.29	86.17	88.14	158.09	77.75	75.31	83.27	189.66	78.70	87.08	
AT1G32060	30.04	22.79	35.88	97.29	30.77	23.93	31.30	101.15	30.02	20.20	32.39	98.09	25.03	24.92	32.86	105.71	
AT1G48267	3.25	1.33	4.92	16.04	3.18	1.73	3.63	20.08	3.16	1.97	4.70	17.35	3.53	1.79	5.05	19.56	
AT1G53390	56.28	110.43	46.97	47.95	59.10	106.13	45.61	50.85	59.79	97.96	42.26	48.34	56.23	107.82	45.00	48.70	
AT1G56070	55.46	83.48	38.10	79.36	53.31	87.28	45.34	86.06	52.35	56.26	35.81	77.31	53.23	59.15	31.72	79.79	
AT1G59820	92.61	192.84	47.87	75.83	97.77	202.81	54.81	71.85	93.41	168.58	48.24	73.48	88.80	193.24	43.71	68.79	
AT1G72420	25.91	34.70	36.30	43.53	25.61	35.02	39.56	41.95	26.05	35.74	33.46	40.55	27.72	44.50	36.03	42.83	
